Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00  539214/1858574     bool __gnu_cxx::operator!=<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >(__gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > > const&, __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > > const&) [106]
                0.01    0.00 1084150/5883975     std::vector<double, std::allocator<double> >::operator[](unsigned long) [91]
                0.00    0.00  539138/1858478     GraphEdge::getWeight() const [153]
                0.00    0.00  539138/1858478     __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >::operator++() [152]
                0.00    0.00  539138/1858478     GraphEdge::getSource() const [202]
                0.00    0.00  539138/1858478     GraphEdge::getDestination() const [201]
                0.00    0.00    1544/11727       std::set<int, std::less<int>, std::allocator<int> >::erase(int const&) [175]
                0.00    0.00    2937/22388       std::set<int, std::less<int>, std::allocator<int> >::insert(int const&) [238]
                0.00    0.00  539138/1858478     __gnu_cxx::__normal_iterator<GraphEdge*, std::vector<GraphEdge, std::allocator<GraphEdge> > >::operator*() const [365]
                0.00    0.00    5874/6374        std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::size() const [529]
                0.00    0.00    4481/7886        std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::operator[](unsigned long) [521]
                0.00    0.00    2937/14754       std::vector<int, std::allocator<int> >::operator[](unsigned long) [487]
                0.00    0.00      76/861         std::vector<GraphEdge, std::allocator<GraphEdge> >::begin() [657]
                0.00    0.00      76/861         std::vector<GraphEdge, std::allocator<GraphEdge> >::end() [656]
-----------------------------------------------
                0.01    0.01 2511313/2511313     std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >::end() const [100]
[120]    0.9    0.01    0.01 2511313         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() const [120]
                0.01    0.00 2511316/5022635     std::__detail::_Node_const_iterator<std::pair<int const, double>, false, false>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<int const, double>, false>*) [131]
-----------------------------------------------
                0.02    0.00  263868/263868      std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [113]
[121]    0.9    0.02    0.00  263868         void std::_Construct<std::pair<int, double>, std::pair<int, double> const&>(std::pair<int, double>*, std::pair<int, double> const&) [121]
                0.00    0.00  263868/13253562     operator new(unsigned long, void*) [70]
                0.00    0.00  263868/263868      std::pair<int, double> const& std::forward<std::pair<int, double> const&>(std::remove_reference<std::pair<int, double> const&>::type&) [386]
-----------------------------------------------
                0.00    0.02  263838/263838      std::pair<int const, double>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [90]
[122]    0.8    0.00    0.02  263838         std::pair<int const, double>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [122]
                0.02    0.00  263838/263838      std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [126]
                0.00    0.00  263838/4394189     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [195]
-----------------------------------------------
                0.02    0.00 5022619/5022619     Graph::getEdgeWeight(int, int) const [6]
[123]    0.8    0.02    0.00 5022619         std::vector<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::operator[](unsigned long) const [123]
-----------------------------------------------
                0.02    0.00 3411746/3411746     void std::allocator_traits<std::allocator<std::pair<int, double> > >::destroy<std::pair<int, double> >(std::allocator<std::pair<int, double> >&, std::pair<int, double>*) [86]
[124]    0.8    0.02    0.00 3411746         void __gnu_cxx::new_allocator<std::pair<int, double> >::destroy<std::pair<int, double> >(std::pair<int, double>*) [124]
-----------------------------------------------
                0.02    0.00 2443068/2443068     void std::__relocate_object_a<GraphEdge, GraphEdge, std::allocator<GraphEdge> >(GraphEdge*, GraphEdge*, std::allocator<GraphEdge>&) [54]
[125]    0.8    0.02    0.00 2443068         std::remove_reference<GraphEdge&>::type&& std::move<GraphEdge&>(GraphEdge&) [125]
-----------------------------------------------
                0.02    0.00  263838/263838      std::pair<int const, double>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [122]
[126]    0.8    0.02    0.00  263838         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [126]
                0.00    0.00  263838/263838      int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [407]
-----------------------------------------------
                0.00    0.00    3308/4074899     std::pair<int, double>::pair<double, int, true>(std::pair<double, int>&&) [305]
                0.00    0.00   38511/4074899     std::pair<int, double>::operator=(std::pair<int, double>&&) [275]
                0.00    0.00   75060/4074899     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [81]
                0.01    0.00 1319340/4074899     void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [57]
                0.01    0.00 1319340/4074899     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [98]
                0.01    0.00 1319340/4074899     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [130]
[127]    0.8    0.02    0.00 4074899         int&& std::forward<int>(std::remove_reference<int>::type&) [127]
-----------------------------------------------
                0.00    0.00  558888/3338763     std::__detail::_Hash_code_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, double>, false> const&, unsigned long) const [101]
                0.02    0.00 2779875/3338763     std::__detail::_Hash_code_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [89]
[128]    0.8    0.02    0.00 3338763         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [128]
-----------------------------------------------
                0.01    0.01    4694/4694        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, double>, false>*, unsigned long) [64]
[129]    0.8    0.01    0.01    4694         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [129]
                0.00    0.01    4694/4694        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [138]
-----------------------------------------------
                0.01    0.01 1319340/1319340     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [98]
[130]    0.7    0.01    0.01 1319340         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [130]
                0.01    0.00 1319340/4074899     int&& std::forward<int>(std::remove_reference<int>::type&) [127]
                0.00    0.00 1319340/13253562     operator new(unsigned long, void*) [70]
-----------------------------------------------
                0.01    0.00 2511316/5022635     std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() const [120]
                0.01    0.00 2511319/5022635     std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) const [8]
[131]    0.6    0.01    0.00 5022635         std::__detail::_Node_const_iterator<std::pair<int const, double>, false, false>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<int const, double>, false>*) [131]
                0.00    0.00 5022639/5286477     std::__detail::_Node_iterator_base<std::pair<int const, double>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<int const, double>, false>*) [357]
-----------------------------------------------
                0.01    0.00 3986044/3986044     bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [95]
[132]    0.6    0.01    0.00 3986044         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [132]
